294,32,2,2,9,6,3,+11.101,14,11,169.992
295,32,14,9,14,7,2,+16.387,41,13,169.587
296,32,6,3,10,8,1,+18.489,13,10,170.022
297,32,18,11,12,9,0,+19.885,61,15,168.700
298,32,5,1,5,10,0,+26.902,14,12,169.943
299,32,9,2,4,11,0,+27.975,14,6,170.639
300,32,7,5,17,12,0,+29.432,29,14,169.181
301,32,13,6,1,13,0,+35.170,13,2,172.482
302,32,21,10,20,14,0,+43.571,28,16,167.195
303,32,8,6,3,15,0,\N,14,1,172.740
304,32,15,7,11,16,0,\N,32,7,170.523
305,32,16,10,19,17,0,\N,38,18,166.936
306,32,17,9,13,18,0,\N,13,17,167.069
307,32,22,11,18,19,0,\N,13,19,165.348
308,32,12,4,16,20,0,\N,13,20,165.154
309,33,4,4,4,1,10,1:30:21.892,41,3,207.668
310,33,9,2,6,2,8,+5.283,16,7,207.168
311,33,8,6,2,3,6,+6.400,66,2,207.947
312,33,12,4,12,4,5,+20.570,54,4,207.411
313,33,15,7,7,5,4,+23.767,18,9,206.564
314,33,20,5,9,6,3,+39.207,21,12,206.322
315,33,13,6,5,7,2,+46.158,55,1,209.456
316,33,17,9,13,8,1,+50.811,30,13,205.798
317,33,2,2,16,9,0,+54.120,67,8,206.727
318,33,7,5,10,10,0,+59.085,49,6,207.246
319,33,3,3,15,11,0,+1:02.096,66,10,206.545
320,33,1,1,1,12,0,+1:18.900,65,11,206.470
321,33,22,11,17,13,0,\N,66,16,203.869
322,33,18,11,18,14,0,\N,66,17,203.178
323,33,6,3,14,15,0,\N,32,15,204.404
324,33,21,10,20,16,0,\N,20,19,201.365
325,33,5,1,3,17,0,\N,12,5,207.257
326,33,16,10,19,18,0,\N,6,18,202.327
327,33,10,7,8,19,0,\N,4,14,204.685
328,33,14,9,11,20,0,\N,\N,\N,\N
329,34,1,1,1,1,10,1:31:57.403,13,1,203.722
330,34,13,6,3,2,8,+14.925,36,4,203.161
331,34,8,6,2,3,6,+16.445,14,2,203.389
332,34,4,4,4,4,5,+18.370,56,5,203.018
333,34,2,2,9,5,4,+28.923,56,3,203.357
334,34,9,2,11,6,3,+33.219,56,7,202.610
335,34,10,7,12,7,2,+41.722,56,6,202.876
336,34,12,4,10,8,1,+56.645,56,8,202.313
337,34,20,5,6,9,0,+1:04.339,55,9,201.863
338,34,14,9,15,10,0,+1:14.842,27,14,200.746
339,34,22,11,13,11,0,+1:25.061,56,16,200.558
340,34,6,3,17,12,0,+1:30.847,54,17,200.202
341,34,7,5,8,13,0,+1:31.457,36,12,201.366
342,34,17,9,16,14,0,+1:32.422,10,13,200.896
343,34,3,3,14,15,0,\N,38,10,201.793
344,34,18,11,18,16,0,\N,54,15,200.705
345,34,21,10,20,17,0,\N,54,18,199.483
346,34,5,1,5,18,0,\N,32,11,201.677
347,34,16,10,19,19,0,\N,13,19,196.860
348,34,15,7,7,20,0,\N,2,20,122.945
349,35,13,6,1,1,10,1:34:11.435,36,1,210.377
350,35,4,4,6,2,8,+13.298,39,8,208.980
351,35,8,6,3,3,6,+16.235,59,3,209.296
352,35,20,5,7,4,5,+38.011,25,7,209.022
353,35,1,1,4,5,4,+38.907,31,4,209.177
354,35,10,7,10,6,3,+44.368,32,2,209.465
355,35,5,1,5,7,2,+55.074,36,6,209.042
356,35,15,7,2,8,1,+1:08.433,40,5,209.155
357,35,17,9,12,9,0,+1:19.666,40,14,206.741
358,35,2,2,8,10,0,\N,41,10,207.796
359,35,9,2,13,11,0,\N,61,9,208.570
360,35,3,3,18,12,0,\N,35,12,207.014
361,35,18,11,17,13,0,\N,59,11,207.498
362,35,7,5,9,14,0,\N,57,13,206.967
363,35,22,11,15,15,0,\N,35,16,205.696
364,35,16,10,20,16,0,\N,60,17,204.721
365,35,6,3,16,17,0,\N,50,18,204.473
366,35,21,10,19,18,0,\N,36,15,206.249
367,35,12,4,11,19,0,\N,\N,\N,\N
368,35,14,9,14,20,0,\N,\N,\N,\N
369,36,8,6,1,1,10,1:25:28.770,41,1,223.978
370,36,4,1,2,2,8,+7.242,20,2,221.178
371,36,1,1,4,3,6,+18.595,20,3,221.083
372,36,2,2,3,4,5,+38.763,37,6,220.137
373,36,21,4,6,5,4,+1:06.469,18,7,219.707
374,36,13,6,22,6,3,+1:06.805,28,8,219.323
375,36,3,3,12,7,2,\N,40,5,220.140
376,36,23,7,9,8,1,\N,42,12,217.444
377,36,15,7,8,9,0,\N,45,13,216.857
378,36,5,4,13,10,0,\N,44,10,217.951
